file,synopsis,genres,amazon_rating,global_ratings,error,imdb-rating-badge,runtime-badge,release-year-badge,rating-badge,link,x-ray-badge,hdr-badge,uhd-badge
1207_Hold.html,"Rough, but sensitive, ship's stoker Hank Smith (Bendix), who believes his strength comes from the excessive hair that covers his body. When Hank's ship docks in Lisbon, he meets beautiful, heartless, and wealthy socialite Mildred Douglas (Hayward), the lover of second engineer Lazar (Loder). Mildred is disgusted by Hank, calling him a ""hairy ape,"" but when she sees that he is fascinated and lusts after her, she decides to lead him on. She later uses her hold over him so that he can become a pawn in her nefarious schemes, leading to a disastrous chain of events.",Drama,Rated 3.7 out of 5 stars by 27 Amazon customers.,27,1,IMDb 6.1,1 h 30 min,1944,13+,/gp/video/detail/B0013Z8A76/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1208_Number_One_Girl.html,"When a former Martial Arts champion is hire to judge a beauty pageant he soon falls for one of the contestants. Trouble ensues with the shadowy figure behind the contest, leading to a Martial Arts showdown before a giant live TV audience.","Suspense,Drama,Action",Rated 3.5 out of 5 stars by 17 Amazon customers.,17,1,IMDb 2.4,1 h 27 min,2006,R,/gp/video/detail/B09QFKZL19/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1209_Make_A_Wish.html,"Chip Winters (Breen) and his buddy Pee Wee (Lee) are at a summer boys camp in Main. Chip befriends famous composer Johnny Selden (Rathboth), who is suffering from writers block. He becomes inspired by Chip's single mother Irene (Claire), who is an accomplished retired singer. Johnny soon invites Irene to perform his newest masterpiece. However, Irene's controlling fiancee Walter (Forbes), will not allow it. It's up to Chip, Pee Wee, and a bevy of funny friends to play matchmaker, getting Walter out of the picture for good, and Johnny and Irene together. Singing child actors Bobby Breen and Billy Lee raise the movie up to an unusally heart-warming and low budget musical. Nominated in 1938 for an Academy Award for Best Music and Score.","Comedy,Romance,Arts, Entertainment, and Culture,Music Videos and Concerts",Rated 3.5 out of 5 stars by 14 Amazon customers.,14,1,IMDb 5.4,1 h 22 min,1937,PG,/gp/video/detail/B002DKNUJI/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1210_When_the_Lights_Go_On_Again.html,"Ted and Arline, a young couple in love, decide to impulsively get married, despite the disapproval of their families. However, soon thereafter, Ted is drafted into the army and sent overseas to war. Months later, after suffering and surviving on the front lines, he is sent back home, suffering from shell shock. On the train ride home, Ted goes through the various memories of his life to cope. Once home, he tries to adjust to married life and his friends and loved ones give him the support and love he needs to fully recover. A heart-warming war-time story.","Drama,Military and War",Rated 2.9 out of 5 stars by 14 Amazon customers.,14,1,IMDb 5.7,1 h 42 min,1944,16+,/gp/video/detail/B0013Z4YV2/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1211_Blonde_Comet.html,"Female European race car champion Betty Blake (Vale) decides to head to America for new challenges. Betty finds her fiercest rival in America is handsome driver Jim Flynn (Kent), who is attempting to design and build a new race car carburetor. Things are complicated by the efforts of an unkown villain who keeps attempting to sabotage Jim's invention, and the burgeoning romance between Jim and Betty. Veteran race-car driver of the day Barney Oldfield appears as himself in the film.","Drama,Sports,Adventure,Romance",Rated 3.7 out of 5 stars by 20 Amazon customers.,20,1,IMDb 5.0,1 h 7 min,1941,ALL,/gp/video/detail/B000SE9POK/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1212_Nau_Mahine_Nau_Divas.html,"The Deshmukh family have a history of adoption, as the women in the family have failed to conceive for seven generations. This time, Mrs. Deshmukh (Nirmiti Sawant) is determined not to let her adopted son adopt a child.",Comedy,,,1,IMDb 6.4,2 h 11 min,2009,13+,/gp/video/detail/B094DFVK59/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1213_Lets_Go_Collegiate.html,"Jeff (Moreland) dreams of joining the fraternity that his best friend Frankie (Darro) is a part of, along with being Captain of the rowing team. Frankie bets all the rowing team's girlfriends that they can win the big race, but when their best rower is drafted, Frankie concocts a plan to put Jeff in his place. Gale Storm, at the beginning of her career, sings three songs in the film. This was one of eight films pairing Frankie Darro and Mantan Moreland.","Comedy,Arts, Entertainment, and Culture",Rated 4 out of 5 stars by 8 Amazon customers.,8,1,IMDb 5.0,1 h 12 min,1941,18+,/gp/video/detail/B000Y4BLDC/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1214_The_Box.html,"Jane tracks down a box to a big house, which belongs to a lonely psychotic old man, and becomes his prisoner and new bride.",Suspense,,,1,IMDb 6.5,1 h 29 min,2007,13+,/gp/video/detail/B099X7V91P/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1215_Heavy_Mental_A_RocknRoll_Blood_Bath.html,"The story of a garage band rock star named Ace who receives a guitar as a gift that once belonged to the god father of heavy metal, Eddie Lee Stryker. Ace soon realizes that this guitar is possessed by the spirit of Eddie and that the rock god was murdered by Mrs. Delicious (the beautiful and deadly Detroit crime boss).",Horror,Rated 2 out of 5 stars by 2 Amazon customers.,2,1,IMDb 4.9,1 h 39 min,2009,16+,/gp/video/detail/B09JTZX1ZC/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1216_Bird_of_Paradise.html,"A native girl falls for a visitor to her island, but she's chosen to be sacrificed to the volcano god.",Action,Rated 3.9 out of 5 stars by 126 Amazon customers.,126,1,IMDb 6.0,1 h 20 min,1932,13+,/gp/video/detail/B09MW1977B/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1217_Tabu.html,"On the South Pacific island of Bora Bora, a young couple's love is threatened when the tribal chief declares the girl a sacred virgin.",Romance,Rated 4.4 out of 5 stars by 90 Amazon customers.,90,1,IMDb 7.4,1 h 17 min,1931,13+,/gp/video/detail/B0939VZF36/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1218_Gentlemen_of_Fortune.html,"On the South Pacific island of Bora Bora, a young couple's love is threatened when the tribal chief declares the girl a sacred virgin.",Romance,Rated 4.4 out of 5 stars by 90 Amazon customers.,90,1,IMDb 7.4,1 h 17 min,1931,13+,/gp/video/detail/B0939VZF36/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1219_El_Lute_Run_for_Your_Life.html,"First part of the real history of ""El Lute"", a delinquent who became notorious in Spain for his prision escapes in the 60's, converting himself in a popular legend. Based on real events.",Drama,Rated 4 out of 5 stars by 14 Amazon customers.,14,1,IMDb 6.6,1 h 56 min,1988,18+,/gp/video/detail/B09BZ6W9RW/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1220_Ninja_Academy.html,"Where fools dare! This action-comedy has it all. Directed by Nico Mastorakis and capturing the comedic tone of the ""Police Academy"" films, it boasts a hilarious ensemble cast and mismatched characters, all bonding while training hard, playing hard and ultimately, losing hard, in the tough, unforgiving world of martial arts.","Comedy,Action",Rated 2.9 out of 5 stars by 16 Amazon customers.,16,1,IMDb 3.6,1 h 28 min,1990,18+,/gp/video/detail/B095BFKDCH/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1221_The_Yes_Men.html,"A ""genderless, loose-knit association of some three hundred impostors worldwide,"" the Yes Men perpetrate an elegant form of culture jamming that has duped accountants in Sydney, professors in Tampere and lawyers in Salzburg.","Comedy,Documentary",Rated 4 out of 5 stars by 21 Amazon customers.,21,1,IMDb 6.8,1 h 22 min,2004,R,/gp/video/detail/B002BTT1SK/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1223_Pak_Pak_Pakaak.html,"A young mischievous boy, Chiklu, ventures into a big forest which is supposedly haunted by a ghost, Bhootya. After several encounters, Chiklu befriends Bhootya, changing their lives forever.","Comedy,Drama,Adventure,Action",Rated 4.6 out of 5 stars by 2 Amazon customers.,2,1,IMDb 7.3,2 h 17 min,2005,PG-13,/gp/video/detail/B0951448PH/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1224_The_Crew.html,The story of a plane crew and how their personal lives become entangled with their profession.,"Drama,Suspense,Action",Rated 4 out of 5 stars by 1 Amazon customers.,1,1,IMDb 7.3,2 h 15 min,1980,16+,/gp/video/detail/B09KBCR5CT/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1225_Black_Jesus.html,"Rebel Maurice Lalubi is arrested by the military on trumped up charges and tortured, which turns him into a martyr. Inspired by the final days of the first democratic Congolese leader, Patrice Lumumba.",Drama,Rated 3.9 out of 5 stars by 14 Amazon customers.,14,1,IMDb 6.6,1 h 26 min,1971,13+,/gp/video/detail/B081HP58X6/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1226_Jump_Into_the_Void.html,"Alex is a 20 year old girl that keeps financially all her family through illegal arms trafficking, always with the risk of dying or killing. She's the only girl on a men's group, torn between his need to love and a life based on violence.","Drama,Action",Rated 5 out of 5 stars by 1 Amazon customers.,1,1,IMDb 6.4,1 h 22 min,1995,18+,/gp/video/detail/B09BBN3ZZH/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1227_La_Cucaracha.html,A desperate writer fights for survival when the Mexican mob involves him in murder.,"Suspense,Comedy",Rated 3.9 out of 5 stars by 8 Amazon customers.,8,1,IMDb 5.9,1 h 35 min,1999,R,/gp/video/detail/B091FYBTX9/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1228_Winter_Night_in_Gagra.html,A young romantic loves step dance but there is only one person who knows this forgotten art. Beglov was a step dance super star back in 50s but as step became unpopular he lost everything. He hates even this word - 'chechotka' (step dance). But somehow the young man convinces him to become his coach and manager.,"Comedy,Drama,Romance,Arts, Entertainment, and Culture",Rated 5 out of 5 stars by 1 Amazon customers.,1,1,IMDb 7.3,1 h 25 min,1985,13+,/gp/video/detail/B09F5FDSNY/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1229_Khabardar.html,"Bharat, a crime reporter chasing a story, and Maruti, a simple truck driver who witnessed a murder, join hands in a hilarious attempt to catch an escaped convict.","Suspense,Comedy",,,1,IMDb 6.8,2 h 30 min,2005,ALL,/gp/video/detail/B099V4CGQ6/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1230_New_Faces.html,"A filmed performance (in CinemaScope) of the highly popular Broadway hit that was basically a collection of skits, sketches, songs and dances built around a flimsy plot to meld them all together which, for the most part, worked.","Comedy,Arts, Entertainment, and Culture",Rated 4 out of 5 stars by 96 Amazon customers.,96,1,IMDb 5.4,1 h 37 min,1954,13+,/gp/video/detail/B000HX5XAM/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1231_Three_Roses.html,"When Charulatha, Nandhu and Pooja return from abroad, they find out that their friend has been arrested for travelling on a fake passport. After learning that she is innocent, they decide to help her.","Comedy,Drama,Action,Adventure",,,1,IMDb 4.5,2 h 1 min,2003,13+,/gp/video/detail/B09D9X7RHN/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1232_Sight_Unseen.html,A rich woman becomes paranoid after losing her daughter to a so-called Kabuki Killer.,"Suspense,Horror",Rated 1.5 out of 5 stars by 2 Amazon customers.,2,1,IMDb 3.4,1 h 33 min,1990,16+,/gp/video/detail/B09HPLVF5K/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1233_The_Extra_Girl.html,"THE EXTRA GIRL, from slapstick pioneer Mack Sennett, follows the misadventures of Sue Graham, a small-town lass who escapes her romantic entanglements by heading for the green pastures of Hollywood. Sue quickly discovers that the dream factory is just a factory like any other, as she is assigned to duty in the wardrobe department. But through pluck and ambition, she manages to overcome every setback, including one hair-raising sequence in which she accidentally unleashes a man-eating lion on the studio backlot.","Comedy,Romance",Rated 4.6 out of 5 stars by 14 Amazon customers.,14,1,IMDb 6.7,1 h 7 min,1923,ALL,/gp/video/detail/B005DWARMG/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1234_Bandivan_Mi_Yhya_Sansari.html,"Bandivan Mi Ya Sansari narrates a tragic story of everywoman for whom each day has become a struggle for survival. From her early childhood, Kamal's life is full of sorrow. As a young woman, Kamal contemplates a marriage with her best friend Keshav, but fate has other plans. Emotionally gripping, the film tells a touching story of love, sacrifice and hope.",Drama,,,1,IMDb 5.7,2 h 2 min,1988,ALL,/gp/video/detail/B09HVCDRJP/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1235_Sidekick.html,"Mild-mannered computer consultant Norman Neale has two great loves in this cruel world: Comic books and his office's effervescent main receptionist, Andrea Hicks. Norman spends his days dreaming of Andrea from the isolation of his cubicle and his nights dreaming of fighting crime from the solitude of his apartment.","Comedy,Action",Rated 3 out of 5 stars by 7 Amazon customers.,7,1,IMDb 5.4,1 h 30 min,2005,13+,/gp/video/detail/B095R6XGTN/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1236_Trocadero.html,"A newspaper columnist and host of his own national network radio program, interviewing more film personalities on his show than any other commentator, is searching for a story for a Sunday column.","Comedy,Arts, Entertainment, and Culture,Music Videos and Concerts",Rated 3.4 out of 5 stars by 5 Amazon customers.,5,1,IMDb 5.6,1 h 8 min,1944,13+,/gp/video/detail/B002SJ7KCW/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1237_I_Motorizzati.html,"A guy is about to become the millionth citizen to buy a car in Rome. Frightened, he decides to remain pedestrian, and recalls several stories, with new car owners as protagonists.",Comedy,Rated 3.8 out of 5 stars by 6 Amazon customers.,6,1,IMDb 5.8,1 h 34 min,1965,16+,/gp/video/detail/B09HV6Z6VP/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1238_Enemy_of_the_Law.html,"To get the money hidden by Gray before he was caught, the Rangers send Perkins to prison to become his friend. When the two get out, Perkins is unaware that Gray has printed the map to the loot on the bottom of his foot.","Western,Drama",Rated 3.7 out of 5 stars by 13 Amazon customers.,13,1,IMDb 5.6,1 h 1 min,1945,13+,/gp/video/detail/B000HCTS6S/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1239_Sinna_Mapplai.html,"Thangavel is a coolie in a bus stand and a bachelor too. One day night, he comes feeling sad to share experiences with the marriage broker Ambalavanan. There Ambalavanan was also insulted by Periya pannai.For that, Broker joins with Thangavel to make a plan like pretending as a rich man from Singapore and marry Janaki to break the arrogance and her money-minded father Periya Pannai.","Comedy,Drama",,,1,IMDb 6.3,2 h 34 min,1993,ALL,/gp/video/detail/B09F8J87N7/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1240_The_Burial_Society.html,"Sheldon Kasner gets drawn into the underworld of money laundering and concocts an elaborate scheme involving the ""Chevrah Kadisha"", the society of devout Jewish men who prepare bodies for burial.",Suspense,Rated 2.2 out of 5 stars by 5 Amazon customers.,5,1,IMDb 6.0,1 h 29 min,2004,R,/gp/video/detail/B09JYVT1FZ/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1241_Sankar_Guru.html,Arjun is an energetic hard working youth who leaves no stone unturned to fight for justice. He gets into the wrong books of Senthamarai who is the local bigwig. After twists and turns Arjun becomes a cop. He meets Baby Shalini who had lost her father. Arjun vows to find her father. How Arjun opposes Senthamarai and finds Baby Shalini's father forms the rest of the story.,"Drama,Action",Rated 4 out of 5 stars by 1 Amazon customers.,1,1,IMDb 6.5,2 h 8 min,1987,ALL,/gp/video/detail/B07PMMMCCL/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1242_Acts_of_Defiance.html,"This feature-length documentary recounts the events that surrounded and led to the Oka Crisis of the summer of 1990. The film focuses on the Mohawk territory of Kahnawake, in Quebec, but also reflects on the relationship between Canada and Indigenous peoples at a particular time in history.",Documentary,,,1,IMDb 8.1,1 h 44 min,1992,16+,/gp/video/detail/B09H3Q4CX4/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1243_Stella_Street.html,"A feature film based on the British TV comedy featuring the many impressions and creations of actors Phil Cornwell and John Sessions. Between them, they fill Stella Street with some of the most famous people from stage and screen from the last 40 years, plus a few of the local residents, and Jimmy Hill.",Comedy,Rated 4.2 out of 5 stars by 42 Amazon customers.,42,1,IMDb 5.7,1 h 19 min,2004,R,/gp/video/detail/B000P44C7S/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1244_Youve_Changed.html,"In his one-hour comedy special debut, Michael Loftus takes you on a thrill ride that is modern marriage.","Arts, Entertainment, and Culture",Rated 4.1 out of 5 stars by 45 Amazon customers.,45,1,IMDb 7.6,1 h 17 min,2009,18+,/gp/video/detail/B08W3BGN3T/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1245_Khartoum.html,"This exhilarating military spectacle, highlighted by powerful performances from Laurence Olivier and Charlton Heston, chronicles Britain's 1883 crisis in the Sudan and the siege of Khartoum.","Drama,Historical",Rated 4.6 out of 5 stars by 1427 Amazon customers.,"1,427",1,IMDb 6.8,2 h 16 min,1966,18+,/gp/video/detail/B00HVMMQR0/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1246_Happy_Hour.html,"Tulley, a once-promising literary star now biding his time as an advertising copy editor, moves from cynicism to acceptance as he secretly hopes to write a great novel only to learn that his life of booze will end all too soon.","Comedy,Drama",Rated 4.2 out of 5 stars by 26 Amazon customers.,26,1,IMDb 6.2,1 h 33 min,2003,16+,/gp/video/detail/B07Y2F2ZPJ/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1247_Be_Dune_Saade_Chaar.html,"Anant Kitturkar (Mohan Joshi) has actually achieved the extraordinary feat of marrying two women - Manorama (Vandana Gupte) and Anjali (Mugdha Shah) - who are unaware of each other's existence. Lies, deceit and fake identities have made Anant confident that this secret will go with him to his grave. But there's something else in store for him. And now it's pay-off time.",Comedy,,,1,IMDb 7.5,2 h 12 min,2009,ALL,/gp/video/detail/B0977465LN/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
124_No_Refunds.html,"Like the legends who were born out of smokey, booze-soaked nightclubs of decades past, Doug Stanhope spews his own brand of moral outrage in an unmatched style that borders on self-destruction. Nothing is sacred, no subject off-limits and most importantly nothing is contrived. This is an unflinching look at one of the few voices left standing in the dark, punk-rock underbelly of stand-up comedy.","Arts, Entertainment, and Culture",Rated 4.6 out of 5 stars by 162 Amazon customers.,162,1,,1h,2007,18+,/gp/video/detail/B07SQFMCWH/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1252_After_The_Party.html,"Hollywood outcast, best-selling author and chronicler of the rich and famous, Dominick Dunne was one of the world's leading journalists and society commentators. This is his story.","International,Documentary",Rated 4.6 out of 5 stars by 116 Amazon customers.,116,1,IMDb 7.5,1 h 24 min,2008,7+,/gp/video/detail/B07CVG41H4/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,,,
1254_You_Are_All_Diseased.html,"George Carlin returns to the stage for his twelfth HBO special, taped in front of a live audience at New York City's Beacon Theater.","Comedy,Arts, Entertainment, and Culture",Rated 4.1 out of 5 stars by 216 Amazon customers.,216,1,IMDb 8.5,1 h 3 min,2003,16+,/gp/video/detail/B002PSX9LC/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,,,
1257_Saw_II.html,A detective and his team must rescue eight people trapped in a factory by the twisted serial killer known as Jigsaw.,"Suspense,Horror",Rated 4.5 out of 5 stars by 3118 Amazon customers.,"3,118",1,IMDb 6.6,1 h 32 min,2005,R,/gp/video/detail/B000QCM9OM/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
125_Things_To_Do_In_Denver_When_Youre_Dead.html,"When a powerful mob boss gives ex-gangster Jimmy the Saint one last job, it's an offer he can't refuse!","Drama,Suspense",Rated 4.5 out of 5 stars by 1010 Amazon customers.,"1,010",1,IMDb 6.7,1 h 55 min,1995,18+,/gp/video/detail/B00635CNUQ/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1264_Kudiyirundha_Koyil.html,"Nagappan kills Ramnadhan, kidnaps one of his twin sons and raises him. Years later, when the brothers reunite under unprecedented conditions, they plan to avenge their father's death.","Action,Drama,Music Videos and Concerts",,,1,IMDb 7.7,2 h 46 min,1968,13+,/gp/video/detail/B09F5G28MZ/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1265_Rupaye_Dus_Karod.html,"Rupaye Dus Karod Is A Hindi Action Thriller Movie, Directed By Sikander Bharti, Starring Rajesh Khanna, Chunky Pandey And Amrita Singh In The Lead Roles. Chamanlal Flees The Country, Leaving His Family, After He Finds Himself Implicated In A Murder. Years Later, His Former Business Partners Try To Blackmail His Son, A Lawyer, To Steal His Wealth.","Suspense,Drama,Action",Rated 3.3 out of 5 stars by 2 Amazon customers.,2,1,IMDb 5.5,2 h 18 min,1991,13+,/gp/video/detail/B094W7YG8J/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1266_Ballast.html,"A drama set in the Mississippi delta, where one man's suicide affects three people's lives.","Suspense,Drama",Rated 4 out of 5 stars by 43 Amazon customers.,43,1,IMDb 6.9,1 h 36 min,2008,18+,/gp/video/detail/B075ZBR9ZN/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1267_Crooked_Finger.html,"""Crooked Finger"" was taped at the Triple Door Theater in downtown Seattle. It includes topical and some wild material that didn't air on his Showtime Comedy Special. See the show that the Herald called ""a lethal comedy whiplash.""","Arts, Entertainment, and Culture",Rated 4.8 out of 5 stars by 23 Amazon customers.,23,1,,1 h 16 min,2009,18+,/gp/video/detail/B088ZRHR85/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1268_How_To_Murder_Your_Wife.html,"Jack Lemmon stars as a successful, single cartoonist who, after attending a bachelor party, wakes up married to an Italian beauty. What's more...she doesn't believe in divorce.  Now, how does the ultimate bachelor get rid of her? Murder, of course.",Comedy,Rated 4.6 out of 5 stars by 761 Amazon customers.,761,1,IMDb 6.5,1 h 58 min,1965,16+,/gp/video/detail/B002Q35O78/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1269_Je_Suis_A_StandUp_Eddie_Izzard_Abroad.html,"BBC2 documentary of Eddie Izzard's first foray into world touring. Beginning in her ""hometown"" of Eastbourne and and culminating in his month long show in the East village of New York, Izzard travels to Paris (her first, unsuccessful French language show,) Copenhagen, Reykjavik, and Stockholm.","Comedy,Arts, Entertainment, and Culture,Documentary,Special Interest",,,1,IMDb 7.5,48min,1996,18+,/gp/video/detail/B09H3NSJ54/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1271_All_Over_Town.html,"Olsen and Johnson, along with their trick seal Sally, try to stage a fundraising vaudeville show in a ""jinxed"" theater, in order to help pretty Joan Eldredge (Howard) from losing her father's theater. However, during one of the rehearsals, a potential financier is murdered, with Sally the seal a suspect. To gain publicity for their show, Olsen and Johnson state that they will reveal the true killer's identity on opening night. However, the killer has other plans, and a hilarious chase through the dark theater ensues, along with some hilarious slapstick hijinks. Rated the funniest appearance of Olsen and Johnson together on screen.","Science Fiction,Comedy,Arts, Entertainment, and Culture",Rated 3.6 out of 5 stars by 19 Amazon customers.,19,1,IMDb 5.1,1 h 3 min,1937,13+,/gp/video/detail/B002DSSJJQ/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1272_Hi_De_Ho.html,"Olsen and Johnson, along with their trick seal Sally, try to stage a fundraising vaudeville show in a ""jinxed"" theater, in order to help pretty Joan Eldredge (Howard) from losing her father's theater. However, during one of the rehearsals, a potential financier is murdered, with Sally the seal a suspect. To gain publicity for their show, Olsen and Johnson state that they will reveal the true killer's identity on opening night. However, the killer has other plans, and a hilarious chase through the dark theater ensues, along with some hilarious slapstick hijinks. Rated the funniest appearance of Olsen and Johnson together on screen.","Science Fiction,Comedy,Arts, Entertainment, and Culture",Rated 3.6 out of 5 stars by 19 Amazon customers.,19,1,IMDb 5.1,1 h 3 min,1937,13+,/gp/video/detail/B002DSSJJQ/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1273_Kaalamellam_Kaathiruppen.html,"Rich boy Kannan hears Manimekalai sing in a temple and falls in love with her. But when all his attempts to befriend her only earn her wrath, he has to find a new way to impress her.","Comedy,Drama,Romance",Rated 1 out of 5 stars by 1 Amazon customers.,1,1,IMDb 7.4,2 h 13 min,1997,ALL,/gp/video/detail/B0942V8K3J/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1274_The_Night_They_Took_Miss_Beautiful.html,"Hijackers, germ warfare, and a beauty pageant.",Drama,Rated 3.7 out of 5 stars by 14 Amazon customers.,14,1,,1 h 36 min,1977,13+,/gp/video/detail/B002KOSCZ4/ref=atv_dp_atf_prime_sd_mv_play_t1BLAAAAAA0wr0?autoplay=1&t=0,,,
1275_Creamy_Mami_Forever_Once_More.html,"Two months after Creamy Mami's final concert, rumors began to spread that Mami was making a come back, and if that wasn't surprising enough, Tachibana has a secret plan with Mami's come back.",Comedy,,,1,IMDb 7.2,1 h 31 min,1984,13+,/gp/video/detail/B09M1XQ894/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
1276_Don_Q_Son_of_Zorro_Silent.html,"The Son of Zorro, Don Cesar De La Vega, is sent to Spain for his education and to learn about his ancestral country. His charm quickly wins over the local dignitaries, but he is soon falsely accused of murder. Don Cesar fakes his own death and procures the identity of Zorro to investigate the murder himself. Late, Don Cesar's father arrives, and Douglas Fairbanks plays dual roles -- that of Don Cesar, son of Zorro, and Don Diego, Zorro himself.","Adventure,Romance,Action",Rated 3.8 out of 5 stars by 20 Amazon customers.,20,1,IMDb 6.9,1 h 51 min,1925,13+,/gp/video/detail/B000YFT09S/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,,,
