file,title,entityType,runtimeSeconds,synopsis,rating_count,rating,en_type,en_url,sdh_sub_lang,url,dir
1542_Volcanic_UFO_Mysteries,Volcanic UFO Mysteries,Movie,3685.0,UFO sightings have been a regular world-wide phenomenon since post WW2. Experts have noticed a connection with UFO sightings around Volcanic hot spots across Latin America. Stephen Bassett and Jaime Maussan will discuss a history of these sightings.,112.0,3.5,sdh,https://cf-timedtext.aux.pv-cdn.net/b961/f043/4e07/4e8f-913a-179396b36683/f313cd2c-5317-4cd1-93e9-aff594d699d6.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/b961/f043/4e07/4e8f-913a-179396b36683/f313cd2c-5317-4cd1-93e9-aff594d699d6.ttml2,com
1544_The_Witch_of_Kings_Cross,The Witch of Kings Cross,Movie,4517.0,"Allegations of satanic rituals, obscene art and sex orgies in 1950s Sydney. Inspired by the work of Aleister Crowley, bohemian artist Rosaleen Norton advocated a pantheist vision of witchcraft, and a sexual magic freed from religious and moral rules. Eventually the relentless scandals led to the downfall of her high society lover.",287.0,4.2,sdh,https://cf-timedtext.aux.pv-cdn.net/20bb/0841/e7ce/43c5-ba23-fe0ec28c682d/8dd730df-694a-4683-902d-b596ba92bc6f.ttml2,bg-bg,https://cf-timedtext.aux.pv-cdn.net/84ce/f111/ad9b/42bc-8513-686d76035f2d/f8b0cbe1-882c-4de1-9b47-1994e31c0545.ttml2,com
1545_Cleaning_Lady,Cleaning Lady,Movie,5424.0,"On the surface Alice seems like a woman who has it all: a gorgeous apartment, a booming career, a stunning physique, and a handsome boyfriend. The only problem is she's married to someone else. Looking for a way to simplify her life, Alice hires Shelly to clean her house. As Alice begins to confide in Shelly about her illicit affair, their friendship grow and so does Shelly's twisted obsession.",566.0,3.5,sdh,https://cf-timedtext.aux.pv-cdn.net/9398/b3a4/a7c4/48a8-b240-86dd40ac6fba/52a4795c-39ba-462f-adb9-374441773967.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/9398/b3a4/a7c4/48a8-b240-86dd40ac6fba/52a4795c-39ba-462f-adb9-374441773967.ttml2,com
1546_Extraordinary_The_Seeding,Extraordinary: The Seeding,Movie,6237.0,"Through in-depth harrowing interviews with contactees and frank conversations with ufology experts, Extraordinary: The Seeding explores alien hybridization programs, why they're happening and their impact on humanity.",346.0,3.9,sdh,https://cf-timedtext.aux.pv-cdn.net/2c0f/0d5c/40ed/499f-ac19-d69e1884ebbc/7bc0ce64-5664-4e00-b513-ebc51dd52a23.ttml2,es-mx,https://cf-timedtext.aux.pv-cdn.net/29f6/8c1d/1cb0/4153-8b7d-ebe0389ae0b0/93f07f7b-fbb8-4f29-a9d7-c3f72488e9fb.ttml2,com
1548_The_Girl_in_Cabin_13,The Girl in Cabin 13,Movie,4939.0,A seemingly carefree night for a social media influencer turns into an evening of dread as they discover three masked men stalking her from outside their cabin.,200.0,3.1,sdh,https://cf-timedtext.aux.pv-cdn.net/cb2b/8f6c/e599/4275-ad65-81805e974c60/7ab0ac89-d06c-4801-8fa0-35bc071cfabc.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/cb2b/8f6c/e599/4275-ad65-81805e974c60/7ab0ac89-d06c-4801-8fa0-35bc071cfabc.ttml2,com
154_Dave_Hughes_Ridiculous,Dave Hughes: Ridiculous,Movie,3643.0,"While Melbourne was locked down, Dave Hughes was trending. He went viral during the pandemic and managed to get himself in trouble with pretty much everyone. Luckily, Hughesy is zen. He is at peace with the chaos he creates, knowing that from great turmoil comes even greater material.",3.0,4.2,,,en-au,https://cf-timedtext.aux.pv-cdn.net/5df9/5609/251d/40d2-9e62-6945670f7374/37fdd57c-eb97-4f53-9a13-655be4b65c8c.ttml2,com
1551_Case_Sensitive_The_Point_of_Rescue,Case Sensitive: The Point of Rescue,Movie,5481.0,"New Detective Superintendent Charlie Zailer finds herself working with DC Simon Waterhouse for the first time. When Geraldine Bretherick and her five-year-old daughter are found dead, Sally Thorne is shocked. Months before, she'd had a brief but passionate affair with a man called Mark Bretherick. Now she feels the need to get in touch with him again to offer her sympathy.",115.0,3.8,,,en-gb,https://cf-timedtext.aux.pv-cdn.net/7ea5/81e7/07f3/4cd6-95af-6995eb96f7f8/6e2d947d-4647-4059-a48c-0d05244915b8.ttml2,com
1552_The_Wedding_Dance,The Wedding Dance,Movie,5370.0,"A woman about to get married plans to sell off her dead mother's dance studio, only to find it is partly the property of her father, whom she has never met. She and her estranged parent quickly form a connection, but she finds he is reluctant to see his ex-wife's cherished business close down, while her fiance feels threatened by his new in-law.",56.0,4.3,sdh,https://cf-timedtext.aux.pv-cdn.net/7695/74f6/a0c1/48f8-b3bc-92cd5b79ade2/b5602bb0-0ea4-4f6a-98f9-3718d2704b22.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/7695/74f6/a0c1/48f8-b3bc-92cd5b79ade2/b5602bb0-0ea4-4f6a-98f9-3718d2704b22.ttml2,com
1557_Split_Second,Split Second,Movie,5472.0,"In a flooded dystopian future, Detective Harley Stone hunts a serial killer who murdered his partner and has haunted him ever since. He soon discovers what he is hunting might not be human.",1786.0,4.4,sdh,https://cf-timedtext.aux.pv-cdn.net/013c/514f/7d32/4a81-a452-968d4968106b/2c39cf33-7f50-4b91-ba01-2207c06537ca.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/013c/514f/7d32/4a81-a452-968d4968106b/2c39cf33-7f50-4b91-ba01-2207c06537ca.ttml2,com
1559_Kill_Order,Kill Order,Movie,4649.0,Chaos erupt when a group of armed men break into a high school classroom. They target David a quiet kid who secretly suffer from unexplained memories of a horrifying past. Tapping into a previously unknown strength David fights off his attacker and goes on the run. With his life and the lives of his loved ones in jeopardy David must master the use of his new superhuman strength and fighting skills,270.0,3.3,sdh,https://cf-timedtext.aux.pv-cdn.net/8288/d221/b85c/4cb7-96d3-386bf3af009a/077a7526-5a01-4504-92a6-45df92b548c6.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/8288/d221/b85c/4cb7-96d3-386bf3af009a/077a7526-5a01-4504-92a6-45df92b548c6.ttml2,com
155_Chasing_Happiness_4K_UHD,Chasing Happiness (4K UHD),Movie,5816.0,"Chasing Happiness is a story of brotherhood. From humble roots as pastorâ€™s sons in New Jersey, through their meteoric rise to fame, the Jonas Brothersâ€™ bond was unshakeableâ€”until a surprising and painful breakup led Joe, Kevin and Nick down very different paths. With deeply personal interviews, previously unreleased footage and exclusive music, this is the Jonas Brothers as never seen before.",1186.0,4.8,sdh,https://cf-timedtext.aux.pv-cdn.net/0ccd/54fa/71dd/4259-b96d-4572c2f55d38/5bfd05ee-efd9-480f-9c5c-7abce46998d1.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/0ccd/54fa/71dd/4259-b96d-4572c2f55d38/5bfd05ee-efd9-480f-9c5c-7abce46998d1.ttml2,com
1560_13_Eerie,13 Eerie,Movie,5195.0,Six forensic undergrads embark on a scientific expedition to a remote island that was once used as illegal biological testing grounds for life-term prisoners.,166.0,3.6,sdh,https://cf-timedtext.aux.pv-cdn.net/b873/48fa/dd55/43f0-9347-6087c31d0193/5961aa29-5e00-422b-b2d9-3802404f3bf8.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/b873/48fa/dd55/43f0-9347-6087c31d0193/5961aa29-5e00-422b-b2d9-3802404f3bf8.ttml2,com
1562_Coulrophobia_Terror_Trip,Coulrophobia: Terror Trip,Movie,5133.0,"An on-the-run family of twisted circus performers live in the remote Scottish Highlands miles away from civilization. When a team of cool roller derby girls go camping just a bit too close to them, all hell breaks loose.",16.0,2.8,sdh,https://cf-timedtext.aux.pv-cdn.net/6406/dbce/7d89/4043-8845-dbdbbb685f73/099d2d6a-77a6-4a6b-bbf1-d29d94040efa.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/6406/dbce/7d89/4043-8845-dbdbbb685f73/099d2d6a-77a6-4a6b-bbf1-d29d94040efa.ttml2,com
1565_Breath,Breath,Movie,6376.0,"Lara Winslet is an expert geologist in volcanology, out conducting surveys, when she has an accident, falling inside a hole in the ground and stuck there, where no one can neither see nor hear her. It is now a race against time to get out safely.",153.0,3.0,sdh,https://cf-timedtext.aux.pv-cdn.net/2e89/02f6/3656/4700-a4b7-73cd2473ca7e/da9950df-d3cb-4d5d-b4b5-8ee86d3fd102.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/2e89/02f6/3656/4700-a4b7-73cd2473ca7e/da9950df-d3cb-4d5d-b4b5-8ee86d3fd102.ttml2,com
1566_Sometime_Other_Than_Now,Sometime Other Than Now,Movie,5391.0,"Seeking redemption, a middle aged man drives cross the country, in search of the daughter he abandoned as a child.",380.0,4.0,sdh,https://cf-timedtext.aux.pv-cdn.net/d427/1ef4/6fa1/4cf8-a045-560119cce168/ff340de6-7da3-457b-9ac2-51616df4ec50.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/d427/1ef4/6fa1/4cf8-a045-560119cce168/ff340de6-7da3-457b-9ac2-51616df4ec50.ttml2,com
1567_Borrowed_Future,Borrowed Future,Movie,5316.0,Borrowed Future uncovers the dark side of the student loan industry and exposes how the system is built to work against you.,1559.0,4.7,sdh,https://cf-timedtext.aux.pv-cdn.net/d6ce/503f/2ef9/4002-82d7-93a0b7d127d8/456749c6-c299-42e9-a600-90303cf87e33.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/d6ce/503f/2ef9/4002-82d7-93a0b7d127d8/456749c6-c299-42e9-a600-90303cf87e33.ttml2,com
1568_The_Price_of_Honor,The Price of Honor,Movie,6545.0,"The Price of Honor is an award-winning film about the Texas honor killings of Amina and Sarah Said. The film shows the lives of the sisters and the path to their eventual murders by their own father, Yaser Said, who fled the crime scene and remains on the FBI's Ten Top Most Wanted List. When Yaser discovered they possibly had boyfriends, they fled but Yaser tricked the girls into returning home.",215.0,4.5,sdh,https://cf-timedtext.aux.pv-cdn.net/e879/a771/a5d6/4809-8e41-d64cc7f7256e/4fd1fd43-949f-42fd-9928-3414e96fa0e5.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/e879/a771/a5d6/4809-8e41-d64cc7f7256e/4fd1fd43-949f-42fd-9928-3414e96fa0e5.ttml2,com
1569_The_Possession_Experiment,The Possession Experiment,Movie,5077.0,"When a student takes on a theology project, he taps into another side that had been hidden away from him.",143.0,3.2,sdh,https://cf-timedtext.aux.pv-cdn.net/002a/1b90/00df/4570-9118-581703e429d4/4cfd84bf-c5eb-4785-9361-fa7e00064529.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/002a/1b90/00df/4570-9118-581703e429d4/4cfd84bf-c5eb-4785-9361-fa7e00064529.ttml2,com
156_Romeo_and_Juliet,Romeo and Juliet,Movie,7112.0,"Shakespeare's epic romance is revitalized by Downton Abbey writer, Julian Fellowes, and The Flight of the Innocent director, Carlos Carlei. With an all-star cast that includes Hailee Steinfeld, Douglas Booth, Damian Lewis, and Paul Giamatti, it gives a new generation the chance to fall in love with the enduring legend of Romeo and Juliet. Every generation deserves to discover this classic story.",893.0,4.4,sdh,https://cf-timedtext.aux.pv-cdn.net/601d/9b8d/d2a0/4c6f-9590-f2cae5c74a1d/4ae86ac0-018a-45fc-b42d-fdf89ad50825.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/601d/9b8d/d2a0/4c6f-9590-f2cae5c74a1d/4ae86ac0-018a-45fc-b42d-fdf89ad50825.ttml2,com
1570_Norman,Norman,Movie,6315.0,"A time traveler and his A.I. companion. Norman becomes trapped and isolated in the past, jeopardizing life in both the past and the future. He must invent a way back to the future before the world collapses.",181.0,2.9,sdh,https://cf-timedtext.aux.pv-cdn.net/8bad/08e3/225e/48ce-9f23-0ad1bc74b4b0/6df7407a-f770-455e-a997-8b28b2fa36b7.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/8bad/08e3/225e/48ce-9f23-0ad1bc74b4b0/6df7407a-f770-455e-a997-8b28b2fa36b7.ttml2,com
1571_Ramsey,Ramsey,Movie,7171.0,"Private Investigator Kevin Ramsey is hired to discreetly look into the murder of Sarah Vandy, TV star and wild child with a scandalous reputation.",88.0,3.3,sdh,https://cf-timedtext.aux.pv-cdn.net/cf42/0735/f015/4013-a784-eb495356469c/93d2bcce-c49d-4cc7-92ac-742eb97767e2.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/cf42/0735/f015/4013-a784-eb495356469c/93d2bcce-c49d-4cc7-92ac-742eb97767e2.ttml2,com
1572_Stratton,Stratton,Movie,5698.0,A British Special Boat Service commando tracks down an international terrorist cell.,370.0,3.7,sdh,https://cf-timedtext.aux.pv-cdn.net/1ec6/fae8/91f6/4b30-81c7-ff5d132b32bb/ac8ca14d-83f1-44ba-adf0-75d3ceb4ade2.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/1ec6/fae8/91f6/4b30-81c7-ff5d132b32bb/ac8ca14d-83f1-44ba-adf0-75d3ceb4ade2.ttml2,com
1575_The_Christmas_Dance,The Christmas Dance,Movie,5694.0,"Traumatized by her past Christmas is not at the top of Sarah's list this time of year. However, waltzing through life's unexpected emergencies, she is taught the Christmas dance.",116.0,3.7,sdh,https://cf-timedtext.aux.pv-cdn.net/c66b/114c/28ce/4fcb-9850-203e151538ee/5de07dc0-ea6e-430a-a7f1-14d0d83e20ce.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/c66b/114c/28ce/4fcb-9850-203e151538ee/5de07dc0-ea6e-430a-a7f1-14d0d83e20ce.ttml2,com
1578_A_Haunting_on_Hamilton_Street,A Haunting on Hamilton Street,Movie,4705.0,"760 hours of investigation condensed into a hair-raising 90 minute documentary. The most thorough paranormal investigation ever conducted. A location so active, an exorcist had to be brought in. Witness the evidence unfold as paranormal researchers confront a malicious and powerful entity that inhabits a centuries old Saloon, in the heart of Saginaw, Michigan.",417.0,3.7,sdh,https://cf-timedtext.aux.pv-cdn.net/6c56/a83b/2f4b/4ba0-bdbc-8881fcad2159/7906c051-32a2-4fb3-9e45-af3f5afe1c03.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/6c56/a83b/2f4b/4ba0-bdbc-8881fcad2159/7906c051-32a2-4fb3-9e45-af3f5afe1c03.ttml2,com
1579_Salaam_Namaste,Salaam Namaste,Movie,9491.0,"Nick (Saif Ali Khan) is a chef. Ambar (Preity Zinta)is a Radio Jockey. Theyâ€™re young, cool, independent and together they make the perfect pair! Or do they? Nick and Ambar take a huge leap of faith as they decide to move in together. Soon they realize they have little in common. SALAAM NAMASTE gives us a quirky take on life, love and relationship as it looks at a fairy tale with a bit of a squint.",67.0,3.9,subtitle,https://cf-timedtext.aux.pv-cdn.net/6c0b/5908/4c83/4aaf-b41d-b406a01f2f1b/9257b824-28ee-4dd9-bb47-bd3726aaa01f.ttml2,,,com
157_A_Quiet_Passion,A Quiet Passion,Movie,7524.0,"Cynthia Nixon delivers a triumphant performance as Emily Dickinson as she personifies the wit, intellectual independence and pathos of the poet whose genius only came to be recognized after her death. Acclaimed director Terence Davies (The Deep Blue Sea) exquisitely evokes Dickinson's deep attachment to her close-knit family along with the manners, mores and spiritual convictions of her time.",696.0,3.3,sdh,https://cf-timedtext.aux.pv-cdn.net/59e5/f072/a88e/41f2-a6f9-4c34f23cc907/414ba6b0-9a9e-49bf-b1b6-5943fd7f65f4.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/59e5/f072/a88e/41f2-a6f9-4c34f23cc907/414ba6b0-9a9e-49bf-b1b6-5943fd7f65f4.ttml2,com
1581_Hello_Guru_Prema_Kosame,Hello Guru Prema Kosame,Movie,8167.0,"After a rocky start, a friendship develops between a happy-go-lucky youth and a girl from the city.",87.0,4.1,,,te-in,https://cf-timedtext.aux.pv-cdn.net/0b62/a44b/9b33/47c1-9c26-d17787b610bb/30980784-50a0-4662-bc65-bd6bfe26fdf9.ttml2,com
1582_Payback,Payback,Movie,5478.0,"A young stockbroker at a Mob-controlled Wall Street firm gets betrayed and sent to prison for six years. When he gets out, his quest for vengeance makes him a target of the Russian mafia.",1086.0,3.8,sdh,https://cf-timedtext.aux.pv-cdn.net/8e04/33a3/5895/43de-963a-6d0a2d279549/1f500738-035f-4c85-b44d-d0a8dc35a7d9.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/8e04/33a3/5895/43de-963a-6d0a2d279549/1f500738-035f-4c85-b44d-d0a8dc35a7d9.ttml2,com
1590_Mahanati_Telugu,Mahanati (Telugu),Movie,10234.0,"Mahanati is a film about the rise of the first female south Indian superstar - Savitri. Her story one of the most heart wrenching romantic tragedies of our times.This film tells a story of the Mahanati; her life, her journey to fame, and the dramatic downfall. Keerthy Suresh, elegantly brought Savitri to life, and Gemini Ganesan, played by Dulquer Salman, makes this film a true pleasure to watch.",94.0,4.7,,,,,com
1591_DaawateIshq,Daawat-e-Ishq,Movie,7095.0,"A deliciously romantic coming together of Gullu (Parineeti Chopra), a Hyderabadi shoe-sales girl disillusioned with love because of her encounters with dowry-seeking men; and Taru (Aditya Roy Kapur), a Lucknawi cook who can charm anybody with the aroma and flavours of his biryani and kebabs.",97.0,4.6,subtitle,https://s3.amazonaws.com/aiv-prod-timedtext/90c3/a212/df57/4ce3-ba40-f7600cacaf62/5b70e0b8-9b6d-4683-899a-f6cf8d1d546e.ttml2,te-in,https://s3.amazonaws.com/aiv-prod-timedtext/bc50/b672/8272/4370-b07d-d20c98507e5d/4f36d945-44ab-4d95-9e9e-56f52db60923.ttml2,com
1592_Subnormal,Subnormal,Movie,3583.0,"Examining one of the biggest scandals in the history of British education,Â Subnormal: A British ScandalÂ reveals how Black children in the 1960s-70s were disproportionately sent to schools for the so-called â€œeducationally subnormal.â€Â This gripping documentary recounts how Black parents, teachers and activists banded together to expose the injustice and force the education system to change",24.0,4.1,,,en-gb,https://cf-timedtext.aux.pv-cdn.net/047b/3ac4/a2f8/428b-9849-fec7f6da2d47/c14c3ec4-8b72-400a-9059-4c94c49e98f0.ttml2,com
1593_Rebel_Without_A_Cause,Rebel Without A Cause,Movie,6654.0,James Dean stars in a movie that shocked the United States with aperformance that still electrifies the screen twenty-five years afterhis untimely death prior to the film's release.,2519.0,4.6,sdh,https://cf-timedtext.aux.pv-cdn.net/5b77/8368/b7d7/4257-996b-2215acacabbf/fbee8537-ea1d-4fef-8f63-f734585d245f.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/5b77/8368/b7d7/4257-996b-2215acacabbf/fbee8537-ea1d-4fef-8f63-f734585d245f.ttml2,com
1594_Madres,Madres,Movie,5062.0,"Expecting their first child, a Mexican-American couple move to a migrant farming community in 1970's California where strange symptoms and terrifying visions threaten their new family. Part of the Welcome to the Blumhouse collection.",292.0,3.8,sdh,https://cf-timedtext.aux.pv-cdn.net/ae17/81eb/dc07/4be3-9929-18ec211197bc/f6713bf5-0ef5-474b-a91b-2337beb599cf.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/ae17/81eb/dc07/4be3-9929-18ec211197bc/f6713bf5-0ef5-474b-a91b-2337beb599cf.ttml2,com
1596_The_Boy_Who_Killed_My_Parents,The Boy Who Killed My Parents,Movie,5257.0,The Boy Who Killed My Parents presents de Suzane von Richthofen's point of view of the events that led to the death of her parents. A real crime drama about one of the most shocking murder cases of Brazil.,5.0,3.4,subtitle,https://cf-timedtext.aux.pv-cdn.net/ef7f/4897/e06a/4ab3-9d0f-b544053c511b/386d6203-e837-4af3-a75e-49587a2437b7.ttml2,,,com
1597_Jack_White_Kneeling_At_The_Anthem_DC,Jack White: Kneeling At The Anthem D.C.,Movie,3147.0,"Get a front row seat to Jack White's career-spanning concert at Washington, D.C.'s The Anthem as part of his Boarding House Reach tour and join Jack for a few local stops along the way.",73.0,3.8,sdh,https://cf-timedtext.aux.pv-cdn.net/c221/cfba/eb52/45e6-8bdd-21f506494d30/7fceac08-acc9-4471-af5b-6b663d3176e9.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/c221/cfba/eb52/45e6-8bdd-21f506494d30/7fceac08-acc9-4471-af5b-6b663d3176e9.ttml2,com
1599_THE_PARTY,THE PARTY,Movie,5461.0,"DoÃ±a Matilde gets up on her 70th birthday with the desire to have a great celebration. Her 4 children with their respective families gather to celebrate, as soon as they arrive the dance begins until DoÃ±a Matilde fades and apparently dies, the party then becomes a battle to see who gets the best part of the inheritance.",0.0,0.0,sdh,https://cf-timedtext.aux.pv-cdn.net/dc37/6218/49a1/4eeb-8804-cb1faf298a3f/307d0b18-6471-45c7-ad80-851f10dbada5.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/dc37/6218/49a1/4eeb-8804-cb1faf298a3f/307d0b18-6471-45c7-ad80-851f10dbada5.ttml2,com
159_The_Odds,The Odds,Movie,6431.0,"A young woman enlists in an underground game of pain endurance in the hope of winning the million dollar prize. She soon learns the real opponent is the man who's running the game, as he employs horrific methods to manipulate and defeat her.",472.0,3.5,sdh,https://cf-timedtext.aux.pv-cdn.net/6fba/01d3/487b/4ebd-a236-de1df06ca139/7d046e19-2071-4d2c-8110-f531206ddfb7.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/6fba/01d3/487b/4ebd-a236-de1df06ca139/7d046e19-2071-4d2c-8110-f531206ddfb7.ttml2,com
15_Violent_Night,Violent Night,Movie,6691.0,"A team of mercenaries breaks into a mansion on Christmas Eve, but they are not ready for a surprise combatant: Santa Claus (David Harbour). From the producers of John Wick.",10218.0,4.5,sdh,https://cf-timedtext.aux.pv-cdn.net/de97/0622/fbe2/4842-81a8-47faf8cfcc17/5fbcbe31-aede-4747-8f4b-3c86579078eb.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/de97/0622/fbe2/4842-81a8-47faf8cfcc17/5fbcbe31-aede-4747-8f4b-3c86579078eb.ttml2,com
1601_The_Lost_Treasure_of_the_Grand_Canyon,The Lost Treasure of the Grand Canyon,Movie,5415.0,"In the early days of the 20th century, an entire team disappeared while on an expedition deep into the Grand Canyon in search of a long-rumored hidden city.",157.0,3.1,sdh,https://cf-timedtext.aux.pv-cdn.net/9f13/f81b/f296/484d-bbb6-7eaafe732ebb/4a48de6f-2199-4f8e-8feb-8d64f7c7b223.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/9f13/f81b/f296/484d-bbb6-7eaafe732ebb/4a48de6f-2199-4f8e-8feb-8d64f7c7b223.ttml2,com
1602_The_Violent_Heart,The Violent Heart,Movie,6137.0,"Fifteen years after his sister's senseless murder, Daniel finds himself falling for a vivacious high school senior named Cassie.",1199.0,4.4,sdh,https://cf-timedtext.aux.pv-cdn.net/1304/94e5/6193/41e8-b91b-e2ee34c69716/f92537e9-6bb6-403b-86f9-7078650323cf.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/1304/94e5/6193/41e8-b91b-e2ee34c69716/f92537e9-6bb6-403b-86f9-7078650323cf.ttml2,com
1603_Raging_Fire,Raging Fire,Movie,7566.0,"Bong (Donnie Yen) is a hardline cop with a long history of success, but his past comes back to haunt him when a sting is attacked by a group led by his former protÃ©gÃ© (Nicholas Tse), a man set on destroying everyone who ever wronged him.",1157.0,4.3,sdh,https://cf-timedtext.aux.pv-cdn.net/ee8f/db3a/0cfe/4786-9bdd-573c826fe415/a8906481-efe0-4a4b-b2bd-32512950d61b.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/ee8f/db3a/0cfe/4786-9bdd-573c826fe415/a8906481-efe0-4a4b-b2bd-32512950d61b.ttml2,com
1604_Legally_Blonde_2_Red_White__Blonde,"Legally Blonde 2: Red, White & Blonde",Movie,5678.0,Reese Witherspoon stars in this comic sequel that finds a blonde Harvard law grad traveling to Capitol Hill to fight against animal testing.,7265.0,4.6,sdh,https://cf-timedtext.aux.pv-cdn.net/f7a7/f67e/d004/4879-8d0b-60e7999b2a33/ff5da2da-2b88-46da-aabc-5807f7f6bb6a.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/f7a7/f67e/d004/4879-8d0b-60e7999b2a33/ff5da2da-2b88-46da-aabc-5807f7f6bb6a.ttml2,com
1605_The_Philadelphia_Experiment_2013,The Philadelphia Experiment (2013),Movie,5339.0,"In 1943, a secret government cloaking project goes awry vanishing a navy destroyer. In 2013, the destroyer reappearsm setting off a series of events threatening to destroy the world.",954.0,3.6,sdh,https://cf-timedtext.aux.pv-cdn.net/d4c8/a16b/7eb9/4bfb-9284-254d5289072c/48416875-b47c-43ba-afce-ebbb06a0c19e.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/d4c8/a16b/7eb9/4bfb-9284-254d5289072c/48416875-b47c-43ba-afce-ebbb06a0c19e.ttml2,com
1606_The_Tender_Bar,The Tender Bar,Movie,6418.0,"â€‹â€‹From director George Clooney and based on the best-selling memoir, The Tender Bar follows an aspiring writer (Tye Sheridan) pursuing his romantic and professional dreams. From a stool in his uncleâ€™s (Ben Affleck) bar, he learns what it means to grow up from a colorful group of local characters.",1841.0,4.3,sdh,https://cf-timedtext.aux.pv-cdn.net/bb1d/3dc0/5f51/4c06-8557-d712bd564cea/318864eb-a9cd-4245-b1ad-61c004474c62.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/bb1d/3dc0/5f51/4c06-8557-d712bd564cea/318864eb-a9cd-4245-b1ad-61c004474c62.ttml2,com
1607_No_One_Lives,No One Lives,Movie,5184.0,"The tables unexpectedly turn when a ruthless gang inadvertently kidnaps a seasoned killer who is determined that no one lives. Starring Luke Evans, Adelaide Clemens, and Brodus Clay.",1750.0,4.2,sdh,https://cf-timedtext.aux.pv-cdn.net/8d74/6616/0e33/4668-bd68-1183cb0c0b63/93189a08-944d-4cde-b095-bca6fe27718a.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/8d74/6616/0e33/4668-bd68-1183cb0c0b63/93189a08-944d-4cde-b095-bca6fe27718a.ttml2,com
1608_Judy_Blume_Forever,Judy Blume Forever,Movie,5856.0,"Judy Blume Forever documents the life and legacy of trailblazing author Judy Blume. Known for her radical honesty, Judy Blumeâ€™s books revolutionized the way millions of readers understood themselves, their adolescence, and their sexuality. Her fearless mission to openly discuss taboo subjects paved the way to real debate and conversation around book banning, censorship, and teen sexual discovery.",128.0,4.6,sdh,https://cf-timedtext.aux.pv-cdn.net/13b1/a904/16d7/4ff1-b54d-e22519c758f5/1d523fde-eceb-400e-bfd4-afbebfde0549.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/13b1/a904/16d7/4ff1-b54d-e22519c758f5/1d523fde-eceb-400e-bfd4-afbebfde0549.ttml2,com
1609_If_I_Stay,If I Stay,Movie,6401.0,"Life changes in an instant for young Mia Hall after a car accident puts her in a coma. During an out-of-body experience, she must decide whether to wake up and live a life far different than the one she had imagined.",16102.0,4.6,sdh,https://cf-timedtext.aux.pv-cdn.net/b794/e572/0bf1/4f63-8eb7-53c0ea1ab5dd/0c4c11b6-3323-4405-b9df-b25f8b3ea532.ttml2,en-us,https://cf-timedtext.aux.pv-cdn.net/b794/e572/0bf1/4f63-8eb7-53c0ea1ab5dd/0c4c11b6-3323-4405-b9df-b25f8b3ea532.ttml2,com
1610_Babe,Babe,Movie,5561.0,"That'll do pig! An eccentric little pig, raised by canines, trains to be a champion sheep herder in this classic family comedy.",7561.0,4.8,caption,https://cf-timedtext.aux.pv-cdn.net/21de/2aa7/3f6d/429f-8d45-d083aded7318/48e37162-ce51-44c9-8720-c04ee1decb0e.dfxp,,,com
