file,synopsis,genres,amazon_rating,global_ratings,error,imdb-rating-badge,runtime-badge,release-year-badge,rating-badge,link,x-ray-badge,hdr-badge,uhd-badge
1940_The_Return_of_the_Living_Dead.html,Ghouls with a craving for human brains go on a rampage.,"Science Fiction,Comedy",Rated 4.8 out of 5 stars by 4583 Amazon customers.,"4,583",1,IMDb 7.3,1 h 31 min,1985,R,/gp/video/detail/B0B8PWC29Q/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1943_Ghost_Town.html,A dentist dies briefly during routine dental surgery and gains the ability to see dead people who ask him for help in contacting the living.,"Science Fiction,Comedy",Rated 4.6 out of 5 stars by 2410 Amazon customers.,"2,410",1,IMDb 6.7,1 h 42 min,2008,PG-13,/gp/video/detail/B0B6HK7CZL/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1946_The_Black_Stallion.html,Teri Garr and Mickey Rooney star in this heartwarming adventure about a boy who forges a special friendship with a wild stallion after both are shipwrecked on a deserted island.,"Sports,Adventure",Rated 4.7 out of 5 stars by 2500 Amazon customers.,"2,500",1,IMDb 7.4,1 h 57 min,1979,G,/gp/video/detail/B0C9XNQDZR/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1947_Biker_Boyz.html,"In the world of underground motorcycle clubs, the undefeated racer's dominance of the set is about to be threatened by a young motorcycle racing prodigy, who is determined to win the coveted title.","Drama,Action",Rated 4.7 out of 5 stars by 2362 Amazon customers.,"2,362",1,IMDb 4.6,1 h 51 min,2003,PG-13,/gp/video/detail/B0BXDKKGM4/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1953_Sayonara.html,"This picture tells the story of an American Air Force flier who was an ace fighter pilot during the Korean War who falls in love with a famous Japanese dancer. Sayonara won four Academy Awards, including acting honors for co-stars Red Buttons and Miyoshi Umeki.","Drama,Romance",Rated 4.6 out of 5 stars by 738 Amazon customers.,738,1,IMDb 7.0,2 h 27 min,1957,7+,/gp/video/detail/B0817R6NSV/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1956_The_Raven_1963.html,"A magician who has been turned into a raven turns to a former sorcerer for help in this film loosely based on the Edgar Allen Poe poem. Featuring Vincent Price, Peter Lorre, Boris Karloff, and Jack Nicholson. A classic from Roger Corman.","Comedy,Horror",Rated 4.6 out of 5 stars by 681 Amazon customers.,681,1,IMDb 6.5,1 h 25 min,1963,G,/gp/video/detail/B07HQY7V35/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1959_Devil_in_the_Flesh.html,"She's young, sexy and dangerous. Debbie is the new girl in class with a skill for turning heads. From the moment she arrives in town following her parents' untimely death, Debbie sets her sights on her teacher, the high school heartthrob.",Suspense,Rated 3.9 out of 5 stars by 148 Amazon customers.,148,1,IMDb 5.1,1 h 29 min,2000,R,/gp/video/detail/B0B8SHDRKN/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1974_When_Harry_Met_Sally.html,Two people meet and go their separate ways twice before they finally strike a friendship. When they are tempted to explore their relationship further...,"Comedy,Drama",Rated 4.8 out of 5 stars by 12834 Amazon customers.,"12,834",1,IMDb 7.7,1 h 35 min,1989,R,/gp/video/detail/B00ARCOIZE/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1977_Greenfingers.html,"Inmate Colin Briggs (Clive Owen) is introduced to gardening and when the thriving prison garden attracts the attention of flamboyant gardening expert, Georgina Woodhouse (Helen Mirren), she offers to sponsor the inmates in an upcoming flower show. At the Hampton Court Flower Show, Colin meets Georgina's daughter and a romance blooms.","Drama,International",Rated 4.5 out of 5 stars by 1069 Amazon customers.,"1,069",1,IMDb 6.8,1 h 25 min,2001,R,/gp/video/detail/B01LXGGR1E/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1981_The_Ultimate_Performer.html,"Inmate Colin Briggs (Clive Owen) is introduced to gardening and when the thriving prison garden attracts the attention of flamboyant gardening expert, Georgina Woodhouse (Helen Mirren), she offers to sponsor the inmates in an upcoming flower show. At the Hampton Court Flower Show, Colin meets Georgina's daughter and a romance blooms.","Drama,International",Rated 4.5 out of 5 stars by 1069 Amazon customers.,"1,069",1,IMDb 6.8,1 h 25 min,2001,R,/gp/video/detail/B01LXGGR1E/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1985_The_Kentuckian.html,"Eli Wakefield (Burt Lancaster) and his son are Kentucky adventurers longing for life on the Texas frontier. They learn, however, that their greatest challenge lies not in the uncharted wilderness, but in the people they meet along the way.","Drama,Western",Rated 4.4 out of 5 stars by 245 Amazon customers.,245,1,IMDb 6.2,1 h 43 min,1955,7+,/gp/video/detail/B07V5NLT9J/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1986_The_Indian_Fighter.html,"Kirk Douglas is a frontier scout who falls for a beautiful Sioux girl, then gets caught between the warring factions of her tribe and the local army fort in this grand, outdoor adventure.","Western,Drama",Rated 4.5 out of 5 stars by 181 Amazon customers.,181,1,IMDb 6.3,1 h 28 min,1955,7+,/gp/video/detail/B081DFD12J/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
1_Gladiator.html,"A once great Roman commander is captured by the malevolent heir to the Emperor's throne. Forced into exile, he trains as a gladiator in the hopes to one day enact his revenge.",Drama,Rated 4.8 out of 5 stars by 25451 Amazon customers.,"25,451",1,IMDb 8.5,2 h 34 min,2000,R,/gp/video/detail/B07RH7M74B/ref=atv_dp_atf_prime_sd_mv_resume_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,HDR,UHD
2023_Last_Tango_In_Paris.html,"Marlon Brando delivers a fascinating performance as a man torn apart by his wife's suicide who attempts to bury his grief in a sudden, purely carnal relationship with an alluring stranger (Maria Schneider).","Drama,Romance",Rated 3.8 out of 5 stars by 1655 Amazon customers.,"1,655",1,IMDb 6.9,2 h 4 min,1973,NC-17,/gp/video/detail/B09QG4FPG6/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2026_War_of_the_Worlds_The_1953.html,H.G. Wells' chilling story of the invasion of the Earth by Martians and the resulting panic and destruction.,"Science Fiction,Suspense,Fantasy",Rated 4.6 out of 5 stars by 10 Amazon customers.,10,1,IMDb 7.0,1 h 25 min,1953,G,/gp/video/detail/B0B8SX4LSX/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2028_A_Shot_in_the_Dark.html,"Peter Sellers and Elke Sommer star in this successful sequel to ""The Pink Panther"" in which Inspector Clouseau tries to prove a beautiful parlor maid is innocent of killing her chauffer lover.","Suspense,Comedy",Rated 4.5 out of 5 stars by 1103 Amazon customers.,"1,103",1,IMDb 7.4,1 h 42 min,1965,PG,/gp/video/detail/B0C9XMTBZQ/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2029_Support_Your_Local_Sheriff.html,James Garner stars in this rollicking western spoof that has him taking on the job of a frontier town sheriff who must fend off villains (led by Walter Brennen) from every direction...all without breaking a sweat or dirtying his shiny black boots!,"Comedy,Western",Rated 4.8 out of 5 stars by 3116 Amazon customers.,"3,116",1,IMDb 7.5,1 h 32 min,1969,G,/gp/video/detail/B0C9XNJXYV/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2059_Bitten.html,A young paramedic falls in love with a beautiful vampire who's looking for the perfect lover-one who can provide three decent feedings a day.,"Comedy,Horror",Rated 3.3 out of 5 stars by 161 Amazon customers.,161,1,IMDb 5.1,1 h 28 min,2009,R,/gp/video/detail/B07C183JVV/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
214_Saw_5_Unrated.html,"In the fifth installment of the SAW franchise, Detective Hoffman is seemingly the last person alive to carry on the Jigsaw legacy.  But when his secret is threatened, Hoffman must go on the hunt to eliminate all loose ends.","Suspense,Horror",Rated 4.6 out of 5 stars by 1402 Amazon customers.,"1,402",1,IMDb 5.8,1 h 32 min,2008,18+,/gp/video/detail/B004OTQRAA/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2150_Saw_IV.html,"Following the events of Saw III, Jeff continues to be puzzled. Locked in a building, he must find his daughter and escape before they both die. In his search, he comes across a new game set by Jigsaw.","Suspense,Horror",Rated 4.6 out of 5 stars by 1488 Amazon customers.,"1,488",1,IMDb 5.9,1 h 32 min,2007,R,/gp/video/detail/B00O302L6Y/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2232_Haunted_Palace.html,"When a man arrives in the New England village of Arkham to claim the palatial mansion that was once the domain of his great-great grandfather (a black magician who was burned alive 110 years before), he discovers an evil curse.",Horror,Rated 4.3 out of 5 stars by 152 Amazon customers.,152,1,IMDb 6.7,1 h 27 min,1963,13+,/gp/video/detail/B0BX295PMG/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2234_Sioux_City.html,"Focuses on Jesse Rainfeather Goldman, a young doctor of Native American ancestry raised by an affluent Beverly Hills family.","Suspense,Drama",Rated 4.4 out of 5 stars by 87 Amazon customers.,87,1,IMDb 5.8,1 h 42 min,1994,PG-13,/gp/video/detail/B0B8TX3HYM/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2236_Shooter_The.html,"When Michael Atherton stands up to the unfriendly, controlling family that runs his small western town, he ends up beaten and left for dead... until a prostitute who'd been attacked by the same group of desperados finds and saves him.","Drama,Western",Rated 1 out of 5 stars by 1 Amazon customers.,1,1,IMDb 5.0,1 h 32 min,1997,R,/gp/video/detail/B0BX3Z1H4G/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2245_The_Messenger_The_Story_of_Joan_of_Arc.html,A French peasant girl obeys the voice of God by leading the French armies against their English oppressors.,"Action,Historical",Rated 4.4 out of 5 stars by 1888 Amazon customers.,"1,888",1,IMDb 6.4,2 h 38 min,1999,R,/gp/video/detail/B0B8TY18PP/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2247_Screamers.html,"A blade-wielding killing device evolves on its own to become a threat to anyone, including its creators.","Suspense,Horror",Rated 4.5 out of 5 stars by 1137 Amazon customers.,"1,137",1,IMDb 6.3,1 h 48 min,1996,R,/gp/video/detail/B0B8V489D2/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2248_Shes_Out_of_Control.html,Doug loves his daughter very much. But there's one thing about her he can't handle. She's growing up.,Comedy,Rated 4.7 out of 5 stars by 1593 Amazon customers.,"1,593",1,IMDb 5.4,1 h 34 min,1989,PG,/gp/video/detail/B0B6SS5DZX/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2256_Adam_Had_Four_Sons.html,A devoted governess risks everything by exposing a scheming gold-digger and revealing her own affection for her longtime employer.,"Suspense,Drama",Rated 4.4 out of 5 stars by 99 Amazon customers.,99,1,IMDb 6.6,1 h 20 min,1941,13+,/gp/video/detail/B0B8QHY56Q/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2261_The_Thousand_Plane_Raid.html,A U.S. Air Force colonel convinces the Allies during World War II that a daylight bombing raid of Germany will bring a quick end to the war.,Action,Rated 4.1 out of 5 stars by 73 Amazon customers.,73,1,IMDb 5.6,1 h 33 min,1969,G,/gp/video/detail/B0B645ZD8X/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2316_Spark_of_Insanity.html,"Jeff Dunham and his socially reckless ""suitcase posse"" are back in this highly anticipated follow-up to Jeff Dunham: Arguing with Myself.",Comedy,Rated 4.7 out of 5 stars by 3003 Amazon customers.,"3,003",1,IMDb 7.9,1 h 19 min,2007,16+,/gp/video/detail/B0C9H2HPFJ/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2317_Black_Dawn.html,"Trying to determine who seeks to sell a nuclear bomb to Eastern European terrorists, CIA Agent Jonathan Cold's cover gets blown when the weapons dealers catch his former student, beautiful Amanda Hayes. Cold fights to get her out, they go after the bomb, and discover Hayes' boss is involved in the bombing. After vanquishing their enemies, they have to drop off the activated bomb over the ocean.",Action,Rated 4.2 out of 5 stars by 210 Amazon customers.,210,1,IMDb 3.8,1 h 35 min,2005,R,/gp/video/detail/B00G4KK4OC/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2332_Saw_V.html,"Following Jigsaw's demise, Mark Hoffman is commended as a hero, but a suspicious detective delves into Hoffman's past. Meanwhile, another group is put through a series of gruesome tests.","Suspense,Horror",Rated 4.5 out of 5 stars by 1993 Amazon customers.,"1,993",1,IMDb 5.8,1 h 32 min,2008,16+,/gp/video/detail/B00OSQ5REG/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2335_Witless_Protection.html,"When a small-town sheriff witnesses what he believes to be an attempted kidnapping, his effort to save the beautiful damsel in distress sets him down a wild path of comic mishap.",Comedy,Rated 4.5 out of 5 stars by 759 Amazon customers.,759,1,IMDb 3.4,1 h 36 min,2008,PG-13,/gp/video/detail/B009W8PGUU/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2345_The_Making_Of_The_Dark_Side_Of_The_Moon_Classic_Album.html,A detailed look at the production of the biggest album in the history of progressive rock and one of the best-selling albums of all time.,"Documentary,Music Videos and Concerts",Rated 4.8 out of 5 stars by 197 Amazon customers.,197,1,IMDb 8.1,49min,2003,13+,/gp/video/detail/B09KB6B6C1/ref=atv_dp_atf_prime_sd_mv_resume_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2384_in_The_Pajama_Game__A_Musical_Comedy_Classic.html,"Employees of the Sleeptite Pajama Factory are looking for a whopping seven-and-a-half cent an hour pay raise and they won't take no for an answer. Babe Williams (Doris Day) is their feisty employee representative, but she may have found her match in shop superintendent Sid Sorokin (John Raitt). When the two get together they wind up discussing a whole lot more than job actions!","Drama,Arts, Entertainment, and Culture",Rated 3.5 out of 5 stars by 29 Amazon customers.,29,1,IMDb 6.6,1 h 40 min,1957,13+,/gp/video/detail/B09JX29SDT/ref=atv_dp_atf_prime_sd_mv_resume_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2389_Saw_VI.html,"Agent Strahm is dead, and FBI agent Erickson draws nearer to Hoffman. Meanwhile, a group of insurance executives find themselves in another gruesome game set by Jigsaw.","Suspense,Horror",Rated 4.6 out of 5 stars by 2603 Amazon customers.,"2,603",1,IMDb 6.0,1 h 30 min,2009,R,/gp/video/detail/B00327Q700/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2390_Moulin_Rouge.html,"A young wannabe Bohemian poet living in 1899 Paris joins the legendary night club Moulin Rouge and falls for a beautiful courtesan. Directed by Baz Luhrmann ('Elvis,' 'The Great Gatsby'). Winner of two Oscars.","Drama,Romance",Rated 4.7 out of 5 stars by 12958 Amazon customers.,"12,958",1,IMDb 7.6,2 h 7 min,2001,PG-13,/gp/video/detail/B000SVZIDA/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2391_Amadeus_Directors_Cut.html,"Based on a Viennese urban legend and hit Broadway play, recounts the downfall of 18th-century musical genius Wolfgang Amadeus Mozart.","Historical,Drama",Rated 4.7 out of 5 stars by 13590 Amazon customers.,"13,590",1,IMDb 8.4,3h,1984,R,/gp/video/detail/B0042VVLJM/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2424_Casino_Royale.html,"From the jungles of Madagascar to the beaches of the Bahamas, James Bond's pursuit of terrorist financier Le Chiffre leads to a showdown in a high-stakes poker game at the luxurious Casino Royale in Montenego, and to a jaw-dropping finale in Venice.","Suspense,Adventure",Rated 4.7 out of 5 stars by 11496 Amazon customers.,"11,496",1,IMDb 8.0,2 h 24 min,2006,PG-13,/gp/video/detail/B0042C1BP0/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,UHD
2427_Wicker_Park.html,A psychological thriller that concerns a man's obsessive search for a lost love that ends up uncovering the twisted machinations of an eccentric secret admirer.,"Suspense,Drama,Romance",,,1,IMDb 6.9,1 h 54 min,2004,PG-13,/gp/video/detail/B0C6WNRF1D/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2430_Patriot_Games.html,Jack Ryan is caught in the middle of a terrorist attack. Ryan helps to thwart Holmes' assailants and becomes a local hero. But Ryan's act marks him as a target. Now he must return to action to save his family.,"Suspense,Action",Rated 4.7 out of 5 stars by 3446 Amazon customers.,"3,446",1,IMDb 6.8,1 h 56 min,1992,16+,/gp/video/detail/B000JPLCYO/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,HDR,UHD
2441_Kill_Bill_Volume_1.html,Uma Thurman is a samurai-swinging ex-assassin on a mission of revenge against her ex-boss and lover in this Quentin Tarantino film.,"Drama,Action",Rated 4.8 out of 5 stars by 10090 Amazon customers.,"10,090",1,IMDb 8.2,1 h 50 min,2003,R,/gp/video/detail/B006RXQDH8/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2474_Lord_of_War.html,"Oscar winner Nicolas Cage stars in this taut, action-packed tale of a notorious arms dealer who sold weapons to dictators and successfully outran the law for nearly twenty years.","Drama,Action",Rated 4.6 out of 5 stars by 5139 Amazon customers.,"5,139",1,IMDb 7.6,2 h 1 min,2005,R,/gp/video/detail/B07ZSXH9QX/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2475_Death_Wish_1974.html,"A responsible, law-abiding architect seeks vengeance and becomes a one-man judge, jury, and executioner of New York City's criminal element when his wife is murdered and his daughter is attacked.","Suspense,Drama",Rated 4.6 out of 5 stars by 2734 Amazon customers.,"2,734",1,IMDb 6.9,1 h 33 min,1974,R,/gp/video/detail/B07NHY9YMM/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2484_Road_to_El_Dorado.html,"DreamWorks Animation presents this comedic tale of friendship and adventure. Tulio and Miguel, a pair of two-bit con men, believe they have found their path to fortune and glory when they win a map to El Dorado, the legendary City of Gold.  But they find their troubles are just beginning - as they fulfill their dreams of gold, their friendship and the very fate of El Dorado hang in the balance.","Animation,Adventure",Rated 4.8 out of 5 stars by 6973 Amazon customers.,"6,973",1,IMDb 6.9,1 h 29 min,2000,PG,/gp/video/detail/B079HX8M1B/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2504_Me_Myself_And_Irene.html,"Mild-mannered Charlie, a cop with multiple personality disorder, escorts Irene back to her hometown - and loses his medication on the trip. Soon, Charlie and his aggressive alter ego Hank both fall in love with the confused Irene.",Comedy,Rated 4.6 out of 5 stars by 6523 Amazon customers.,"6,523",1,IMDb 6.6,1 h 56 min,2000,R,/gp/video/detail/B000SW16FI/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2515_What_a_Girl_Wants.html,"Daphne (Amanda Bynes), a spirited young American girl, travels to London in search of her long-lost father (Colin Firth), an influential aristoc ratic politician.","Comedy,Drama",Rated 4.7 out of 5 stars by 2707 Amazon customers.,"2,707",1,IMDb 5.8,1 h 44 min,2003,PG,/gp/video/detail/B008PZZ6LU/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
252_At_Close_Range.html,Sean Penn and Christopher Walken are electrifying in this powerful true story of a young man who is corrupted by his criminal father.,Drama,Rated 4.5 out of 5 stars by 1527 Amazon customers.,"1,527",1,IMDb 6.9,1 h 55 min,1986,R,/gp/video/detail/B00NQGO7V8/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2540_Dirty_Harry.html,A police detective defies his superiors and gambles with innocent lives to capture a sniper terrorizing San Francisco.,"Suspense,Drama",Rated 4.8 out of 5 stars by 4880 Amazon customers.,"4,880",1,IMDb 7.7,1 h 42 min,1971,R,/gp/video/detail/B002VT8RDK/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2544_The_Pilots_Wife.html,"Kathryn, a recently widowed woman, struggles to learn if her husband intentionally crashed the plane he was piloting. The black box recovered from the wreckage suggests he was a terrorist, but she suspects something worse is happening.","Suspense,Drama",Rated 4 out of 5 stars by 118 Amazon customers.,118,1,IMDb 5.6,1 h 29 min,2002,PG-13,/gp/video/detail/B07WNXLPW2/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2553_Audrey_Hepburn_The_Unforgiven__In_Technicolor__Uncut.html,"This classic film from one of the greatest directors of the 20th century (John Huston), boasts an incredible cast. Well-shot and well-acted, with a solid story to boot,...The neighbors of a frontier family turn on them when it is suspected that their adopted daughter was stolen from the local Kiowa tribe. There is plenty of action and suspense with Indian fights, dramatic events, & more.","Drama,Western,Romance",Rated 3.6 out of 5 stars by 85 Amazon customers.,85,1,IMDb 6.6,2 h 1 min,1960,16+,/gp/video/detail/B09JX41RR6/ref=atv_dp_atf_prime_sd_mv_resume_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2555_Dances_with_Wolves.html,Dances With Wolves chronicles the exploits of Lieutenant John Dunbar (Kevin Costner) during the Civil War after encountering and eventually being accepted by a Native American tribe.,"Drama,Western",Rated 4.8 out of 5 stars by 11207 Amazon customers.,"11,207",1,IMDb 8.0,3 h 1 min,1990,PG-13,/gp/video/detail/B00BHI5H4S/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
255_Punisher_War_Zone.html,"Continuing his crusade to punish violent criminals in America, former FBI agent Frank Castle arrives in New York to take on a scarred villain who plots to take control of the underworld.","Suspense,Drama",Rated 4.4 out of 5 stars by 1347 Amazon customers.,"1,347",1,IMDb 5.9,1 h 36 min,2008,R,/gp/video/detail/B008Y717U8/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,HDR,UHD
2564_Tucker_the_Man_and_His_Dream_International.html,A car designer goes up against the whole auto industry with his revolutionary car designs.,"Comedy,Drama",Rated 4.5 out of 5 stars by 50 Amazon customers.,50,1,IMDb 6.9,1 h 50 min,1988,PG,/gp/video/detail/B07W4VZY6S/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2595_The_Day_the_Earth_Stood_Still_1951.html,An alien being and his guardian robot travel to Earth on a peace mission to warn the world's leaders about nuclear war but will fear and panic stop him before he can get his message across.,"Science Fiction,Drama",Rated 4.8 out of 5 stars by 6415 Amazon customers.,"6,415",1,IMDb 7.8,1 h 32 min,1951,G,/gp/video/detail/B0BZWC4LNH/ref=atv_dp_atf_prime_sd_mv_play_t1BDAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
2636_Resident_Evil.html,"A deadly viral outbreak occurs in the Hive, a vast underground research facility, killing numerous employees. When a commando team tries isolate the virus, they soon discover that the workers are not really dead; they are now the ravenous Undead.","Science Fiction,Horror",Rated 4.6 out of 5 stars by 7072 Amazon customers.,"7,072",1,IMDb 6.6,1 h 40 min,2002,R,/gp/video/detail/B000MPEIF6/ref=atv_dp_atf_prime_sd_mv_play_t1B3AAAAAA0wr0?autoplay=1&t=0,X-Ray,HDR,UHD
284_Traffic.html,"While a judge's anti-drug campaign leads him to his own daughter, a DEA agent targets a trafficker's wife, and a policeman fights corruption.","Suspense,Drama",Rated 4.5 out of 5 stars by 2286 Amazon customers.,"2,286",1,IMDb 7.6,2 h 27 min,2001,R,/gp/video/detail/B002O4KGLS/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
285_FrostNixon.html,David Frost holds a historic interview with Richard Nixon three years after Watergate.,"Drama,Historical",Rated 4.5 out of 5 stars by 885 Amazon customers.,885,1,IMDb 7.7,2 h 2 min,2009,R,/gp/video/detail/B00274CUAA/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
286_Kaal.html,"After a series of mysterious deaths,wildlife expert Krish Thapar (John Abraham) is sent to Corbett National Park with his wife Riya (Esha Deol) to investigate the cause of the deaths.They meet a group of friends led by Dev (Vivek Oberoi) who come hunting to the forest.This entire group faces a battle for survival in the midst of spooky locations,mysterious deaths,man-eating tigers and Kaali!","Horror,International",Rated 2.9 out of 5 stars by 11 Amazon customers.,11,1,IMDb 4.7,2 h 5 min,2005,16+,/gp/video/detail/B095HTXK4Q/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
353_Christmas_DoOver.html,"Kevin tries to be involved with his son and ex-wife's family for Christmas. During dinner, he thought his Christmas *day* couldn't be more screwed; his son suddenly wishes it was Christmas every day. After that, it was a regular Groundhog's Day. Kevin learns new dance moves and can actually sing but don't let the caroling fool you.","Kids,Comedy",Rated 4.4 out of 5 stars by 202 Amazon customers.,202,1,IMDb 5.5,1 h 29 min,2006,13+,/gp/video/detail/B092LKPV9H/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,
371_The_Goonies.html,"Brothers uncover a treasure map, and with their friends, descend to a subterranean sea and an abandoned galleon in this fun-filled, fast-paced adventure.","Comedy,Drama",Rated 4.8 out of 5 stars by 39099 Amazon customers.,"39,099",1,IMDb 7.7,1 h 53 min,1985,PG,/gp/video/detail/B004ADB17Y/ref=atv_dp_atf_prime_sd_mv_play_t1A3AAAAAA0wr0?autoplay=1&t=0,X-Ray,,UHD
373_Dead_End.html,"It's Christmas Eve and like every year, the Harringtons take a trip to their in-laws to celebrate the holidays. Taking an unfamiliar shortcut, Mr. Harrington makes the biggest mistake of his life, leading his family down a terror-filled road with no end.","Suspense,Horror",Rated 4.3 out of 5 stars by 850 Amazon customers.,850,1,IMDb 6.5,1 h 23 min,2004,R,/gp/video/detail/B07WNS7BQX/ref=atv_dp_atf_prime_sd_mv_play_t1ADAAAAAA0wr0?autoplay=1&t=0,X-Ray,,
